Topic_Id,distance,Label
4,0.33296475105866463,1
4,0.5259147320369777,1
4,0.4333009465089471,1
4,0.392181175971253,1
4,0.36091094553587033,1
4,0.2912194185636897,1
4,0.3188827274930885,1
4,0.5883635900492962,1
4,0.3253236011544374,1
4,0.3684799318577812,1
4,0.4501755023269898,1
4,0.368023208756115,1
4,0.5507796339456279,1
4,0.4501755023269898,1
4,0.3035145735163532,1
4,0.45762416226963254,1
4,0.5507796339456279,1
4,0.4644559050458268,1
4,0.673520504578081,1
4,0.5374158537043675,1
4,0.45936277407082354,0
4,0.6829888006737201,1
4,0.6481633968999558,1
4,0.30069751492635505,1
4,0.30404697747896076,0
4,0.30069751492635505,1
4,0.5056055588739691,1
4,0.2329796548048752,1
4,0.3338056202095832,1
4,0.5507796339456279,1
4,0.4112070550676187,1
4,0.5101490193104813,1
4,0.2532094495161745,1
4,0.3316500504151153,1
4,0.45762416226963254,1
4,0.5101490193104813,1
4,0.4773595640217165,1
4,0.4112070550676187,1
4,0.4859574183690805,1
4,0.45762416226963254,1
4,0.6029748160380571,1
4,0.27982806524328774,0
4,0.6311347435816974,1
4,0.5056055588739691,1
4,0.4501755023269898,1
4,0.5800007529905912,1
4,0.5250790579579576,1
4,0.5101490193104813,1
4,0.2912194185636897,1
4,0.368023208756115,0
4,0.6029748160380571,1
4,0.2532094495161745,0
4,0.27982806524328774,0
4,0.46445590504582673,1
4,1.0,1
4,0.3684799318577812,1
4,0.574381354960698,1
4,0.5056055588739691,1
4,0.31125746752705374,0
4,0.2605556710562624,0
4,0.23577033983032974,0
4,0.2797924823881359,1
4,0.2605556710562624,0
4,0.275195812175023,1
4,0.275195812175023,1
4,0.23577033983032974,1
4,0.3408242166238352,1
4,0.2532094495161745,1
4,0.5374158537043675,0
4,0.368023208756115,1
4,0.6887753976699387,1
4,0.2532094495161745,0
4,0.392181175971253,1
4,0.3188827274930885,1
4,0.3360969272762575,1
4,0.3901052651831878,1
4,0.6201272584968652,1
4,0.3360969272762575,1
4,0.22150013430590973,0
14,0.2605556710562624,0
14,0.15976420924144444,0
14,0.3208178119732955,1
14,0.15976420924144444,0
14,0.20199309249791833,0
14,0.15976420924144444,0
14,0.11304078416613478,0
14,0.17952265829918898,1
14,0.17952265829918898,0
19,0.23577033983032974,0
19,0.31125746752705374,0
19,0.2605556710562624,0
19,0.22032071329094002,0
19,0.2169338170113969,0
19,0.3299434552351461,0
19,0.3408242166238352,0
19,0.288253784039277,0
19,0.23577033983032974,0
26,0.18443191662261307,0
26,0.1375436045558623,0
26,0.14272045144475962,0
26,0.16839750037215276,0
26,0.22150013430590973,0
26,0.18443191662261307,0
26,0.23577033983032974,0
26,0.2532094495161745,0
26,0.18443191662261307,0
26,0.15592892548708362,0
28,0.13627634143908646,0
28,0.2019930924979184,0
28,0.2019930924979184,0
28,0.15976420924144444,1
28,0.3808165329771114,1
28,0.2315705261229729,0
28,0.2605556710562624,1
28,0.24478531173455212,1
28,0.1506401849870651,0
28,0.33598136377577914,1
28,0.368023208756115,1
28,0.368023208756115,1
28,0.17077611319011654,0
28,0.12735952979479356,0
28,0.15592892548708365,0
28,0.673520504578081,1
28,0.18340782662696314,1
28,0.13627634143908646,0
28,0.5031026124151314,0
28,0.2798280652432878,1
28,0.4112070550676187,0
28,0.17077611319011654,0
28,0.22028815056182965,0
28,0.2605556710562624,0
28,0.18443191662261307,0
28,0.3563004293331381,1
28,0.2315705261229729,1
28,0.2315705261229729,0
28,0.17077611319011654,0
28,0.49385483962486215,1
28,0.5098785552331824,1
28,0.12442854619985261,1
28,0.17721061083909428,0
28,0.48797033104154536,1
28,0.2412991364723891,0
28,0.2412991364723891,0
28,0.19933326305280252,0
28,0.43630806963440943,0
28,0.2853061909813609,0
28,0.30412574187549357,0
28,0.5149138161160747,1
28,0.22032071329094002,0
28,0.2605556710562624,1
28,0.5507796339456279,1
28,0.3208178119732955,1
28,0.17952265829918898,0
28,0.15976420924144444,1
28,0.1350734836708713,0
28,0.19473073125967275,1
28,0.4501130018161746,1
28,0.22228640812891057,0
28,0.2019261944271945,1
28,0.22032071329094002,1
28,0.3501746267226755,1
28,0.0991575972469027,1
28,0.10599213135093251,0
28,0.381322208167025,1
28,0.2798280652432878,0
28,0.2019930924979184,0
28,0.45026814465562653,1
28,0.4112070550676187,1
28,0.2798280652432878,1
28,0.2798280652432878,1
28,0.1506401849870651,1
28,0.1506401849870651,1
28,0.30178359817335365,1
28,0.673520504578081,1
28,0.17077611319011654,0
28,0.31125746752705374,1
28,0.2746117864358066,1
28,0.13507348367087132,0
28,0.368023208756115,1
28,0.12735952979479356,0
28,0.3408242166238352,0
28,0.17077611319011649,1
28,0.31125746752705374,1
28,0.20199309249791833,1
28,0.2916722353168034,0
28,0.527072475829346,1
28,0.17952265829918898,0
28,0.31125746752705374,1
28,0.2797924823881359,0
31,0.12735952979479354,1
31,0.1375436045558623,0
31,0.20380370846518475,0
31,0.1506401849870651,0
31,0.17828145388467143,1
31,0.24478531173455215,0
31,0.12735952979479354,0
31,0.20380370846518475,0
31,0.36091094553587033,1
31,0.2629876397304469,1
31,0.3188827274930885,1
31,0.24478531173455215,0
31,0.22150013430590973,0
31,0.17828145388467143,0
31,0.20380370846518475,0
31,0.5043749694851543,0
31,0.09349477497536716,0
31,0.15592892548708365,1
31,0.14438355527738675,1
31,0.12735952979479356,1
31,0.2532094495161745,0
31,0.13507348367087132,0
31,0.11521554337793125,0
31,0.392181175971253,1
31,0.17077611319011654,0
31,0.18271798609389983,0
31,0.15592892548708362,0
31,0.13049436152984825,0
31,0.22150013430590973,0
31,0.11913689236190333,0
31,0.19933326305280247,0
31,0.16839750037215276,0
31,0.19933326305280247,0
31,0.15592892548708362,0
31,0.23577033983032974,0
31,0.2797924823881359,1
31,0.14587439082056453,0
31,0.15976420924144444,0
31,0.4211358913281957,1
31,0.10778626961492307,0
31,0.11914719328677728,0
31,0.16319486256720966,1
31,0.22032071329094002,1
31,0.3808165329771114,1
31,0.25213870694526264,0
31,0.2019930924979184,0
31,0.2796724903912866,0
31,0.17077611319011654,0
31,0.15976420924144444,0
31,0.2019930924979184,0
31,0.2798280652432878,0
31,0.15976420924144444,0
31,0.2019261944271945,0
31,0.31878402175377923,0
31,0.3189156497867721,1
31,0.17077611319011649,0
31,0.15177836744198994,0
31,0.39244259912930424,1
31,0.19261467065293908,0
31,0.2316108760885332,0
31,0.2019930924979184,0
31,0.17578607839334617,0
31,0.2019930924979184,0
31,0.24478531173455215,0
31,0.2798280652432878,0
31,0.2910691023819054,0
31,0.31878402175377923,1
